accession	label	length	mean_perplexity
P85503	viral	164	16.23395189398916
P85988	viral	171	16.711255552387012
Q01259	viral	439	9.074447127899141
Q04754	viral	285	17.071663551164015
Q05285	viral	292	16.96317255540219
Q37889	viral	283	12.589079873946117
Q37976	viral	281	10.84423512161481
Q38055	viral	502	15.000708868502272
Q4Z9G3	viral	576	16.033555003224382
Q5XLR1	viral	397	15.047163601825016
Q6QGD4	viral	145	15.652842840676117
Q6QGD9	viral	170	17.921871751187087
Q6QGE3	viral	298	18.025656642694162
Q6QGE6	viral	250	16.24825572928632
Q6QGJ4	viral	177	15.765472675912683
Q6QGM6	viral	193	12.79930092792298
Q6QIA5	viral	846	7.71435188889477
Q71TD7	viral	177	15.691063324605588
Q7Y2C1	viral	66	15.143306548692603
Q7Y5A4	viral	212	18.324520479635655
Q7Y5D9	viral	140	16.399975398659905
Q859Q5	viral	401	17.96240759294157
Q8LTD0	viral	96	16.099670703592842
Q8SDJ8	viral	163	13.43513072884147
Q9T1S1	viral	160	16.851895263912056
Q9T1V6	viral	690	12.56625939177587
Q9T1V8	viral	182	17.314294971875455
Q9T1V9	viral	141	16.416762046467863
Q9T1W9	viral	99	13.969932466769203
Q9XJR3	viral	335	17.59455070918117
Q9ZXA5	viral	729	7.351515957549243
Q9ZXB2	viral	457	7.548680615719093
Q9ZXI0	viral	521	15.101670466289523
A0A0H5AXT3	viral	397	18.36443452392892
A0A0U5AF03	viral	382	17.188301085050757
A0A1C8HSP0	viral	418	17.645802598318067
A0A2L0V166	viral	625	13.832640982737514
A0A385DV73	viral	230	16.724428766698235
A0A385DVL5	viral	122	14.2890354680419
A0MZE1	viral	763	17.29958060295219
A7XXB9	viral	448	16.959436000996575
A7XXC1	viral	146	18.39448192081798
A8CGF6	viral	61	14.228041722864907
B0FIL5	viral	614	16.035737912024786
B2ZYY5	viral	302	17.100549762904304
B2ZYZ1	viral	193	16.948510091106055
C0HJH8	viral	376	17.998361456744
C9DG80	viral	310	18.33284950704906
D3WAC4	viral	178	15.632397772242227
G3FFN4	viral	170	15.294171811293515
G3FFN8	viral	633	13.679979563183117
O21872	viral	378	16.553103872076797
O21886	viral	264	16.817108901827734
O21902	viral	119	15.43568716043985
O22007	viral	307	1.643265442584261
O48459	viral	253	17.498145067180964
O64032	viral	105	16.083469042046072
O64036	viral	422	11.432271956662904
O64219	viral	274	15.02724093508876
O64312	viral	142	16.322174403788193
P03050	viral	53	12.816517367385023
P03618	viral	50	16.11747564515964
P03626	viral	301	11.987021124419728
P03642	viral	427	18.656954770288397
P03647	viral	337	13.368784160720686
P03703	viral	66	20.38968128570526
P03724	viral	196	15.55259720925063
P03731	viral	192	12.543707564323457
P03776	viral	51	17.590909940684767
P03803	viral	143	12.597618950836253
P04534	viral	269	14.11413787178139
P04536	viral	227	14.343497441247443
P05461	viral	244	15.478768175661854
P06153	viral	144	9.091158355551041
P06953	viral	124	15.40112877063264
P07243	viral	99	16.42354260014729
P08234	viral	262	13.892125175544209
P09675	viral	576	15.723865341362789
P09676	viral	450	17.4582281996885
P09877	viral	125	19.616037009303767
P0DJY3	viral	99	18.43808238381606
P0DTK5	viral	187	14.637327073719655
P0DTK8	viral	278	17.18025857294658
P0DTO0	viral	53	19.107585475684207
P0DXF2	viral	76	14.909839444328979
P11110	viral	309	17.771382951125602
P11129	viral	648	17.08903993938271
P13300	viral	193	4.7280109033289754
P13312	viral	153	17.27751601570765
P13583	viral	145	2.142450344593941
P14739	viral	84	15.94053296484889
P16937	viral	162	17.46612599378922
P19903	viral	71	16.563806475038504
P22502	viral	172	16.3141948686801
P22562	viral	89	13.631306018398849
P25477	viral	357	4.149381668907694
P25480	viral	344	2.867474023159609
P26596	viral	301	16.54847914112751
P26700	viral	669	1.3536759013189144
P26812	viral	367	8.580670459124253
P27379	viral	166	11.472940190443465
P27383	viral	86	14.781625449933626
P27390	viral	68	14.333942406442123
P39262	viral	171	17.147075443536394
P39503	viral	99	17.49464103644919
P51720	viral	336	16.716411998065148
P51768	viral	115	16.154966347519895
P51769	viral	141	15.176692984498732
P51770	viral	141	9.037405641053715
P59935	viral	170	8.433934777498456
P68523	viral	172	8.397883882829213
P68570	viral	137	10.021330505392767
P68578	viral	56	17.410779388641068
P68668	viral	309	1.6422012584671941
P68676	viral	98	17.665460637205342
P68923	viral	144	16.407680023788895
P68926	viral	72	17.06297181356425
P85990	viral	348	12.647410103803976
P85993	viral	393	5.377034491705982
Q01437	viral	162	18.049180131834245
Q01751	viral	122	16.332256526283537
Q04395	viral	598	17.392926565671374
Q04755	viral	286	16.80964885658998
Q05222	viral	173	12.676520840475881
Q05232	viral	272	15.047942114534036
Q08402	viral	237	12.574543147042842
Q24LI4	viral	356	15.434557394324413
Q37887	viral	101	13.505692552067131
Q37897	viral	321	17.785684434624436
Q37977	viral	96	15.066832486233984
Q38135	viral	270	13.110452276391172
Q38653	viral	341	9.552510403361001
Q6KGI8	viral	368	17.936952909580015
Q6QGD3	viral	277	16.99762884201311
Q6QGL2	viral	227	11.5180362350986
Q6WHE6	viral	511	13.680110026256797
Q6WI75	viral	221	16.659011918563525
Q6XQ99	viral	71	15.185122591253394
Q6XQC4	viral	957	9.05317660024214
Q858H1	viral	556	16.891786976683115
Q8SBJ2	viral	137	18.644801896133075
Q9AZ38	viral	66	18.416260467766236
Q9FZW7	viral	472	16.271391537055806
Q9G050	viral	315	12.910939189065868
Q9HH35	viral	222	5.684414427940215
Q9MCD1	viral	122	15.609589947772658
Q9T1D7	viral	120	11.330790593681238
Q9T1Q8	viral	126	14.06116025575346
Q9T1S9	viral	720	16.76399875723008
Q9T1U3	viral	148	16.83196267780176
Q9XJR6	viral	104	15.553565034704276
Q9ZXI1	viral	269	13.898373277636901
A0A088C4D9	viral	348	17.775442487418402
A0A0S0MX59	viral	140	12.281210206764152
A0A219YHC2	viral	685	15.16623577829953
A0A385DT87	viral	225	18.300389438129862
A0A385DT91	viral	236	18.21494520286613
A0A385DTH1	viral	215	18.162395327379034
A0A7S6R611	viral	802	14.702539431975943
B0ZSF3	viral	602	15.894230208589136
D3WAD2	viral	999	6.6599721511833305
F8SJT5	viral	602	17.338936305661804
O21870	viral	540	13.515136916230395
O21942	viral	120	11.451233769146562
O64207	viral	485	12.523312955670912
O64218	viral	134	14.452617634317718
O64240	viral	693	6.163645259807362
O64314	viral	815	1.6303187070716187
O64324	viral	117	16.534297329687295
O64325	viral	184	15.102966708690685
O80298	viral	113	15.750200630543189
O80300	viral	429	9.562408970839561
P03609	viral	75	16.197973174888258
P03716	viral	307	14.431500154178707
P03730	viral	223	1.5283749319705326
P03739	viral	183	17.290500746391746
P03743	viral	221	15.149138541106074
P03759	viral	144	15.329674336905544
P03780	viral	85	18.686647631789366
P04889	viral	116	15.584556122582173
P07040	viral	174	15.790345339590525
P08767	viral	431	18.596517798693984
P08986	viral	83	15.412005150331245
P09673	viral	132	15.644701890346468
P10307	viral	67	19.204294289705263
P10438	viral	64	3.5742268058275872
P13316	viral	120	9.788876227301907
P13336	viral	177	17.237942163728626
P13337	viral	590	14.113670134427052
P14110	viral	52	18.476503673078827
P14814	viral	229	16.468889902212396
P15238	viral	263	10.82683597357202
P15420	viral	428	8.53912518774495
P15966	viral	393	18.15401389305734
P17171	viral	114	15.947744180429998
P17313	viral	111	17.451415736119156
P18029	viral	246	18.208601504221374
P19693	viral	347	16.36771789850775
P20322	viral	106	10.653313309093663
P21703	viral	186	3.0479065706018567
P22588	viral	247	2.1231192569345514
P22915	viral	211	15.752408807909383
P24796	viral	183	12.298462782017488
P26748	viral	303	13.994080843003022
P26749	viral	472	17.316780236086082
P34700	viral	130	15.711289193688312
P34702	viral	63	17.474531470049627
P35926	viral	186	15.280959268370458
P39229	viral	208	19.074654096031743
P39418	viral	81	15.078335548267031
P39514	viral	97	15.654839549791168
P51717	viral	345	8.674428197173679
P51767	viral	302	2.711635713808777
P69594	viral	56	14.264310096402417
P85229	viral	140	17.740175015561572
P85992	viral	177	18.25805916681299
Q01261	viral	156	16.5237595573749
Q04765	viral	371	16.725864297539076
Q05220	viral	486	12.73601835876786
Q05229	viral	198	17.05881062457304
Q05246	viral	56	8.106453129045763
Q24LJ4	viral	451	17.201292586997493
Q37888	viral	449	16.20899878180609
Q37989	viral	568	15.349741782212071
Q38008	viral	134	13.383556197743554
Q38305	viral	706	12.349338454394722
Q38435	viral	163	18.112764953094466
Q38503	viral	56	16.29085837396713
Q4Z9F2	viral	587	16.731771208157515
Q54699	viral	337	15.130033150260141
Q6QIB0	viral	477	7.571915021757231
Q6QIB5	viral	307	17.096310116220128
Q6TM72	viral	90	15.907821301142441
Q6UAX6	viral	428	12.604459791639309
Q6WHE8	viral	671	14.931226122007615
Q6WHG9	viral	421	13.65412353993919
Q71TD6	viral	175	11.046002689488372
Q7Y2B9	viral	109	12.920069301831427
Q7Y5P0	viral	515	18.066504758858525
Q8SDA8	viral	626	17.720142320509144
Q9FZX0	viral	130	18.022201662083756
Q9G053	viral	151	16.102549806456892
Q9G055	viral	199	14.286034417512823
Q9G059	viral	533	6.797023751472662
Q9T1D6	viral	305	1.7111447687656944
Q9T1Q4	viral	93	13.449520729365949
Q9XJJ6	viral	154	3.7488358278547023
Q9XJJ7	viral	61	14.7828730743871
Q9XJR2	viral	160	17.348492437715887
Q9ZXD8	viral	135	11.787052420618657
A0A0A8J8T2	viral	888	13.38175984810948
A0A0A8J9B0	viral	767	14.33010167561343
A0A0S0MVI5	viral	292	17.88042554774556
A0A0S0N9S9	viral	189	14.029170822371329
A0A1L4BKQ4	viral	448	16.910955786345838
A0A1P8VW90	viral	577	15.49477074793018
A0A217ER65	viral	259	9.538893859074541
A0A219YHF3	viral	684	15.128287326984726
A0A219YHG0	viral	749	15.917977653770926
A0A385DVS7	viral	333	16.88539280963419
A0A3T0ZBX8	viral	678	17.02096727789604
A0A482GDX1	viral	631	17.22485316724136
A0A7S6R613	viral	1017	16.570019604536544
B4YNF0	viral	226	17.078132327032602
B4YNG0	viral	595	16.637637403033985
B6V2N4	viral	507	15.994889243980394
D3WAC9	viral	121	17.19699106291141
D4Z9X5	viral	427	16.60559734707573
E1XT70	viral	220	16.749716110645675
E1XTG6	viral	560	15.5032143889116
E1XTJ1	viral	424	18.627175857971757
E1XTK3	viral	304	16.792160199938728
I7HHN4	viral	602	16.440369049565525
J9RWN8	viral	309	16.969927940452894
O21879	viral	301	16.398446636914617
O21882	viral	999	6.623662629373975
O21884	viral	375	17.758066726960937
O22000	viral	128	5.32706495666167
O48410	viral	79	15.654346880136274
O48470	viral	83	13.354805309890878
O64038	viral	88	17.355736440997966
O64145	viral	576	12.383076214642221
O64329	viral	250	17.41530877682732
O64330	viral	838	3.921292590391372
O80286	viral	207	16.089624749274847
P00585	viral	545	15.611640693028408
P03036	viral	71	7.119501408497294
P03041	viral	92	16.248991784306
P03046	viral	74	19.429338913773034
P03611	viral	129	17.10315114338795
P03638	viral	152	17.12491547934926
P03645	viral	103	20.170866699092173
P03650	viral	330	13.895802138293968
P03664	viral	426	8.943619563278189
P03671	viral	144	15.362094455012684
P03690	viral	725	15.389566579885935
P03701	viral	206	9.78898125111355
P03715	viral	80	18.59400402932434
P03719	viral	100	14.874028979450157
P03747	viral	794	17.2395697394484
P03758	viral	89	17.924687818251808
P04537	viral	137	17.13361017572244
P04891	viral	100	17.309498842630276
P06903	viral	73	14.233718054799443
P07233	viral	63	17.67002257741149
P07238	viral	365	2.8471409416318227
P07532	viral	280	14.727244900700681
P07696	viral	166	18.625230773150818
P07931	viral	427	18.098381692572815
P0DJY4	viral	188	16.940612090309596
P0DJY8	viral	251	16.26544162242035
P0DTK7	viral	480	16.42229354646333
P0DX89	viral	108	15.381140829969631
P10312	viral	387	4.065281968990671
P11111	viral	256	17.437657428656635
P13335	viral	208	17.234251917365153
P15240	viral	163	13.748660490962335
P15417	viral	108	18.160918771304317
P15965	viral	545	15.78666011694076
P18030	viral	246	18.276107163925136
P19348	viral	138	15.353204214452285
P20313	viral	232	16.27489113399205
P20324	viral	310	14.834042174865223
P22501	viral	396	2.286730040311056
P26701	viral	176	2.4378328454640297
P27382	viral	207	12.329057041763711
P32762	viral	318	8.777313669337381
P36272	viral	530	6.612669446194219
P36275	viral	115	16.484143519932907
P51711	viral	775	12.14520466265483
P51773	viral	93	14.95363814147922
P68572	viral	148	7.627535148391137
P68656	viral	68	13.948938256129592
P68660	viral	68	14.556993031395827
P69172	viral	86	16.45939446296056
P85987	viral	306	18.135394641731228
Q01146	viral	609	12.52461781408562
Q01743	viral	187	17.655986686989333
Q04763	viral	178	11.783169291723881
Q04764	viral	180	12.57581736360033
Q05286	viral	183	15.211792240825469
Q05296	viral	131	13.59494533584183
Q06419	viral	761	5.21610358640782
Q37892	viral	293	15.667893475820108
Q37979	viral	289	10.876002657694473
Q38039	viral	150	17.51776390679735
Q38041	viral	431	18.46111411539525
Q38066	viral	141	16.44750443231292
Q38134	viral	75	14.836553452403171
Q775C3	viral	555	17.151941069558827
Q7Y2D5	viral	510	16.520647589147444
Q7Y5B1	viral	78	18.82941499987958
Q857H2	viral	672	6.298421272180747
Q859K6	viral	249	16.844166779968642
Q9T1X1	viral	128	13.46801957869178
D3WAC0	viral	174	15.341667029203714
G9M952	viral	403	17.06515653895615
I7H893	viral	186	15.08748388876585
O34055	viral	138	17.775938339835932
O48425	viral	58	17.0741994751965
O48428	viral	64	17.43635203460719
O64222	viral	596	17.909727992154593
P11130	viral	72	13.313086533762931
P15236	viral	75	18.815853274763263
P18683	viral	112	17.53418966174882
P22499	viral	82	16.882892978263364
P24795	viral	96	17.012625838405008
P42267	viral	152	18.817584969360507
P42549	viral	238	14.636754755950193
P68936	viral	108	18.559377896383392
P69174	viral	201	4.695922769369637
Q05233	viral	837	9.27706533546857
Q05278	viral	313	15.991564236144265
Q38490	viral	60	16.205096079992845
Q38662	viral	145	17.342549732190662
Q6QGG9	viral	255	11.552689293514229
Q6Y7S3	viral	463	17.563690992388022
Q9AYZ1	viral	230	11.57355598594012
Q9T1T7	viral	94	16.348623051412417
Q9XJQ3	viral	56	17.94720233757022
Q9ZWX5	viral	64	18.83548548797709
B0ZSH1	viral	861	10.509472995492631
B4YNE8	viral	184	15.42247002691853
I7H0H9	viral	381	17.407836540598215
O22005	viral	167	14.096586479298665
O22010	viral	147	16.894131037134205
O48499	viral	160	17.88706857543301
O64206	viral	595	7.4873545821673915
P03687	viral	271	13.39717864687054
P03767	viral	57	18.03090483896918
P03769	viral	56	18.065096297104283
P03791	viral	51	14.79990627088976
P04132	viral	99	13.863567481730122
P06954	viral	65	18.142867733392862
P16516	viral	54	16.222870635202028
P51734	viral	174	17.264499874404986
P69176	viral	64	17.496551480489114
P69190	viral	152	18.42687164482002
P85230	viral	112	17.862546836567695
Q04766	viral	123	18.2712972676635
Q04775	viral	113	18.664914234199067
Q37898	viral	129	15.527066166180662
Q38278	viral	107	17.05059291989193
Q38669	viral	67	18.053384906438435
Q859K5	viral	408	17.313139156565885
Q8HAD9	viral	229	11.142008273236035
Q9G052	viral	84	17.542452229637963
Q9T1R1	viral	155	11.867626717039453
Q9T1R3	viral	625	13.960925850995661
Q9T1R5	viral	462	14.499459404336555
Q9T1R6	viral	209	11.697349392026648
Q9T1W0	viral	136	14.51740164685049
Q9T1X0	viral	64	16.212627978378475
B4YNE7	viral	236	12.541641193365086
D6RRG7	viral	173	17.429136715020757
I7H0I4	viral	271	13.68168220412475
O48424	viral	58	18.314116699721804
O64202	viral	322	16.09295096180524
O64210	viral	318	17.62444773472786
O64220	viral	837	8.91287960621108
O64363	viral	181	5.5120795306353525
P03756	viral	182	6.137338236343785
P03768	viral	60	17.739997373783538
P11191	viral	97	17.72047608373349
P16518	viral	105	17.650885491560647
P23208	viral	160	15.963432323361388
P34081	viral	174	9.318820955171885
P39487	viral	126	17.564005058464748
P41062	viral	334	6.608001255120105
P42268	viral	147	18.33931519611618
P51731	viral	689	6.793129907175166
P68576	viral	104	15.089343722942807
P68652	viral	146	17.447521716358075
P68934	viral	105	17.81189266803612
Q05219	viral	593	7.253747766298878
Q05234	viral	336	18.164885393237594
Q05235	viral	596	17.680393472249143
Q37871	viral	56	16.971999591300648
Q38362	viral	198	16.808426542590777
Q38477	viral	76	18.684865619173085
Q38625	viral	72	19.198283449270292
Q38663	viral	57	18.24395634708484
B4YNF9	viral	218	18.656434342283433
G9M973	viral	403	17.189805120639193
O21894	viral	128	16.590777198796662
O48403	viral	117	16.826533893256606
O48414	viral	73	16.581306361922504
O48429	viral	144	16.17526955638986
P03654	viral	56	14.63633600102797
P03765	viral	146	17.522375436339733
P03771	viral	68	16.893160347215044
P03787	viral	169	18.432698092910712
P06226	viral	101	17.40031357907893
P09677	viral	331	16.887587008478025
P15854	viral	54	16.197084962759405
P19183	viral	96	18.66690351806112
P20836	viral	54	15.657221005045184
P21680	viral	66	16.247407370390874
P42548	viral	738	13.07012939472513
P51733	viral	393	17.163640574375236
Q04774	viral	144	16.82095446269147
Q38480	viral	139	18.736434360247387
Q38664	viral	58	18.019142580405482
Q38667	viral	203	5.237830534670056
Q6KGH8	viral	742	12.093356242333066
Q9T1W8	viral	96	14.116227736632721
Q9XJQ2	viral	60	18.329261355961005
A9CRB8	viral	186	16.85994484907124
B4YNF2	viral	152	12.997222113047828
E1XTG1	viral	440	17.08711695692388
O21869	viral	174	15.410447237528391
O48427	viral	201	13.055946095649189
P03037	viral	300	8.552385018948039
P03770	viral	204	4.770087164660726
P08385	viral	54	16.59059128901057
P0DUE5	viral	82	16.635313066392747
P19194	viral	145	16.99718711974648
P42265	viral	151	18.60209186437884
P59217	viral	577	4.026218149148583
Q04768	viral	144	16.54829370531697
Q04769	viral	118	18.481354370771776
Q24LI1	viral	944	8.411648341848451
Q37907	viral	73	14.814829065669606
Q38479	viral	87	16.214390692824008
Q38482	viral	99	13.49408619304334
Q38488	viral	176	18.19890569185856
Q38646	viral	120	15.388726365504391
Q38666	viral	58	17.525036807756372
Q9T1L9	viral	60	17.989905599340457
Q9T1X4	viral	88	16.29839127500911
Q9T1X7	viral	176	18.13765181362736
Q9XJQ4	viral	204	4.67505523333183
Q9XJR9	viral	218	13.700392582324346
V5XVW4	viral	463	17.533662929610877
