accession	label	length	mean_perplexity
O70790	viral	322	16.01342967455374
O71192	viral	549	12.29832497023461
O72620	viral	218	10.806199951366073
P03547	viral	327	16.856874059546332
P03550	viral	159	13.937828240177021
P03559	viral	520	16.942979084260916
P03566	viral	293	13.531019092293935
P03574	viral	159	17.22825797874847
P03576	viral	159	17.09172921841418
P03579	viral	159	16.304672001156106
P03585	viral	283	16.844435851592475
P03608	viral	189	17.111100445005796
P09520	viral	323	16.97064004190811
P0C6F9	viral	79	17.609339635100152
P0C6G1	viral	183	19.1529949357185
P0C6G2	viral	179	18.827372487189773
P0C6G4	viral	60	17.43248631343738
P0C778	viral	84	16.645826731774573
P0CK18	viral	825	17.040091734670114
P10357	viral	628	14.033345772548053
P10466	viral	55	18.76983343508488
P10470	viral	208	15.720529208473476
P13278	viral	178	15.724004049855003
P14969	viral	134	8.490630169697644
P14986	viral	244	18.618304723595855
P15628	viral	462	17.12988508717895
P15960	viral	172	18.127686917941155
P16486	viral	212	17.75564936142721
P17457	viral	172	17.688552025888203
P17458	viral	189	17.542318391859407
P17521	viral	208	15.565246726545542
P17527	viral	109	16.879930694394655
P17529	viral	304	17.576002397885613
P19899	viral	390	16.42837917411738
P20124	viral	192	16.018817636481348
P20954	viral	68	17.1156702118739
P22169	viral	236	16.879029232909996
P22590	viral	303	16.772774136270463
P22625	viral	101	17.703398859577447
P26002	viral	464	17.973078647494816
P27208	viral	197	18.750135539059578
P27332	viral	106	17.244860421915558
P27334	viral	201	16.8646767282264
P27578	viral	204	14.73965888306952
P27739	viral	460	17.405666042009283
P28899	viral	242	16.290516581741766
P29078	viral	320	18.061616532180736
P31117	viral	342	15.596554850052994
P31610	viral	519	17.150796092179778
P31612	viral	178	15.597391536894886
P36283	viral	102	16.064820708451258
P36303	viral	188	16.189838199796874
P37989	viral	106	16.554279990973644
P37990	viral	64	17.238784702682192
P50625	viral	172	18.05168049899802
P50628	viral	172	18.039711141523828
P50629	viral	188	17.901501569111495
P52284	viral	379	12.815594580457214
Q00572	viral	110	19.131198079066948
Q00957	viral	520	17.17841133439243
Q01811	viral	449	17.64344258024169
Q02109	viral	232	16.430486564252075
Q05054	viral	312	16.404648584651536
Q06659	viral	132	7.656599830791131
Q08308	viral	207	16.817489809706306
Q08590	viral	134	7.655090311249099
Q5GA86	viral	588	18.46331938487043
Q5NDM8	viral	305	17.626368151422028
Q66114	viral	218	9.714013987871551
Q66136	viral	857	17.05492288430752
Q66139	viral	279	17.68194056761757
Q66143	viral	218	3.4281008871487715
Q66154	viral	218	3.166916368084807
Q67593	viral	84	15.65276447037278
Q67621	viral	96	16.962286869050857
Q6E0W7	viral	591	18.620479936034258
Q6E0W9	viral	286	17.38591989070026
Q7TBL3	viral	531	15.430039156698586
Q83049	viral	249	17.244831641473745
Q83252	viral	279	17.58340009062277
Q83253	viral	218	11.579768951569624
Q83265	viral	857	16.940422260409992
Q83482	viral	157	16.65126073373719
Q84513	viral	262	11.451905414816219
Q84568	viral	94	13.712748515450754
Q84711	viral	493	17.15855890034349
Q84842	viral	161	16.734280581171014
Q85434	viral	353	18.115507357182615
Q85435	viral	506	17.36706565151237
Q85446	viral	351	17.716445996319866
Q85450	viral	351	17.751094939923817
Q86783	viral	858	16.895109839043965
Q87010	viral	164	17.19074367274125
Q8V987	viral	172	19.384244779385934
Q918W0	viral	60	16.187383452485832
Q91MF9	viral	244	18.569540249175827
Q98576	viral	146	17.645958261230412
Q98630	viral	1019	17.37193157461591
Q98664	viral	262	18.05100480624992
Q9E7N9	viral	177	17.59573370166337
Q9IWA0	viral	739	16.07925537108567
Q9Q1T6	viral	159	17.313886299787576
Q9Q6X7	viral	348	17.423340854043506
Q9QBU2	viral	242	17.127675740838974
Q9QIZ6	viral	106	15.294543750116631
Q9YPS4	viral	134	17.956926737525965
Q9Z0C8	viral	112	17.906197040427443
O40982	viral	279	17.609133915008815
P03596	viral	300	16.89400617347941
P17768	viral	341	17.101324427317643
P23626	viral	277	18.114233275298925
P26003	viral	467	17.871718307110243
Q0PI71	viral	232	19.165328265523712
O73571	viral	148	19.03650028462895
P03597	viral	289	18.04265756869167
P0C790	viral	80	14.850911261822224
P13094	viral	347	18.151044953477232
P16594	viral	353	18.093256209829956
P22049	viral	419	18.169190764466258
P22050	viral	424	18.23525902455399
P23629	viral	274	17.011656451891156
P27211	viral	65	18.03582775449498
P29046	viral	154	16.000194672642706
P36352	viral	178	17.767459896389568
P54966	viral	279	11.112261147801396
Q1KZ56	viral	537	18.157455181269597
Q66119	viral	279	17.65470283151553
Q67706	viral	278	18.19628948871066
Q7TF75	viral	594	17.765104785036893
Q83250	viral	279	17.69168152403922
O39832	viral	124	17.973772849672557
O40979	viral	283	17.691373610852096
O41253	viral	608	18.07186825588604
O41519	viral	477	17.821480017953007
P22175	viral	176	16.98150329235437
Q87012	viral	169	18.05509377947525
Q87014	viral	146	17.738990770640786
Q9E7N8	viral	302	17.279102011612
Q9JGV3	viral	356	18.47984747820684
A7U6E9	viral	396	7.941845670535459
B3VML2	viral	288	17.30853317353599
O36639	viral	279	17.73144306744076
O71194	viral	177	16.67796826726257
P17574	viral	159	18.658382685780165
P20130	viral	597	14.43633864239605
P22051	viral	424	18.501052201083734
P22117	viral	288	17.671741508578105
P27579	viral	153	15.521917619955751
P35929	viral	440	15.696361532982499
Q64FN9	viral	487	17.593736923652088
Q66095	viral	304	17.86615437310078
Q85436	viral	727	17.80175871213425
Q85447	viral	353	18.117178915750817
Q86993	viral	157	17.212594850314723
Q98496	viral	462	13.289536616076214
Q9WIJ6	viral	155	18.09336836815694
A4PBP9	viral	511	18.234089551053323
B3VML3	viral	210	18.020255304238702
O39829	viral	155	18.11286427701952
O41518	viral	313	17.339701098571275
O70791	viral	93	15.62465487210118
P20129	viral	649	14.001783486068602
P21406	viral	185	18.45469788360178
P23628	viral	323	18.11894134606764
P24265	viral	300	16.636816311868728
P27737	viral	193	16.85399670690211
P31998	viral	90	11.949703344285105
Q00272	viral	279	17.829363604102337
Q06938	viral	279	17.67044386860121
Q84709	viral	303	17.165883208553193
Q88887	viral	96	18.174983401391035
Q9WIJ9	viral	124	18.139273518562256
Q9Z035	viral	172	19.655417961242414
Q9Z0C9	viral	125	18.859184493018915
Q9Z0D1	viral	150	17.802454786025528
